,SalesOrderID,OrderDate,ShipDate
26406,70065,2014-04-06,2014-04-13
26407,70066,2014-04-06,2014-04-13
26408,70067,2014-04-06,2014-04-13
26409,70068,2014-04-06,2014-04-13
26410,70069,2014-04-06,2014-04-13
26411,70070,2014-04-06,2014-04-13
26412,70071,2014-04-06,2014-04-13
26413,70072,2014-04-06,2014-04-13
26414,70073,2014-04-06,2014-04-13
26415,70074,2014-04-06,2014-04-13
26416,70075,2014-04-06,2014-04-13
26417,70076,2014-04-06,2014-04-13
26418,70077,2014-04-06,2014-04-13
26419,70078,2014-04-06,2014-04-13
26420,70079,2014-04-06,2014-04-13
26421,70080,2014-04-06,2014-04-13
26422,70081,2014-04-06,2014-04-13
26423,70082,2014-04-06,2014-04-13
26424,70083,2014-04-06,2014-04-13
26425,70084,2014-04-06,2014-04-13
26426,70085,2014-04-06,2014-04-13
26427,70086,2014-04-06,2014-04-13
26428,70087,2014-04-06,2014-04-13
26429,70088,2014-04-06,2014-04-13
26430,70089,2014-04-07,2014-04-14
26431,70090,2014-04-07,2014-04-14
26432,70091,2014-04-07,2014-04-14
26433,70092,2014-04-07,2014-04-14
26434,70093,2014-04-07,2014-04-14
26435,70094,2014-04-07,2014-04-14
26436,70095,2014-04-07,2014-04-14
26437,70096,2014-04-07,2014-04-14
26438,70097,2014-04-07,2014-04-14
26439,70098,2014-04-07,2014-04-14
26440,70099,2014-04-07,2014-04-14
26441,70100,2014-04-07,2014-04-14
26442,70101,2014-04-07,2014-04-14
26443,70102,2014-04-07,2014-04-14
26444,70103,2014-04-07,2014-04-14
26445,70104,2014-04-07,2014-04-14
26446,70105,2014-04-07,2014-04-14
26447,70106,2014-04-07,2014-04-14
26448,70107,2014-04-07,2014-04-14
26449,70108,2014-04-07,2014-04-14
26450,70109,2014-04-07,2014-04-14
26451,70110,2014-04-07,2014-04-14
26452,70111,2014-04-07,2014-04-14
26453,70112,2014-04-07,2014-04-14
26454,70113,2014-04-07,2014-04-14
26455,70114,2014-04-07,2014-04-14
26456,70115,2014-04-07,2014-04-14
26457,70116,2014-04-07,2014-04-14
26458,70117,2014-04-07,2014-04-14
26459,70118,2014-04-07,2014-04-14
26460,70119,2014-04-07,2014-04-14
26461,70120,2014-04-07,2014-04-14
26462,70121,2014-04-07,2014-04-14
26463,70122,2014-04-07,2014-04-14
26464,70123,2014-04-07,2014-04-14
26465,70124,2014-04-07,2014-04-14
26466,70125,2014-04-07,2014-04-14
26467,70126,2014-04-07,2014-04-14
26468,70127,2014-04-07,2014-04-14
26469,70128,2014-04-07,2014-04-14
26470,70129,2014-04-07,2014-04-14
26471,70130,2014-04-07,2014-04-14
26472,70131,2014-04-07,2014-04-14
26473,70132,2014-04-07,2014-04-14
26474,70133,2014-04-07,2014-04-14
26475,70134,2014-04-07,2014-04-14
26476,70135,2014-04-07,2014-04-14
26477,70136,2014-04-07,2014-04-14
26478,70137,2014-04-07,2014-04-14
26479,70138,2014-04-07,2014-04-14
26480,70139,2014-04-07,2014-04-14
26481,70140,2014-04-07,2014-04-14
26482,70141,2014-04-07,2014-04-14
26483,70142,2014-04-07,2014-04-14
26484,70143,2014-04-07,2014-04-14
26485,70144,2014-04-07,2014-04-14
26486,70145,2014-04-07,2014-04-14
26487,70146,2014-04-07,2014-04-14
26488,70147,2014-04-07,2014-04-14
26489,70148,2014-04-07,2014-04-14
26490,70149,2014-04-07,2014-04-14
26491,70150,2014-04-07,2014-04-14
26492,70151,2014-04-07,2014-04-14
26493,70152,2014-04-07,2014-04-14
26494,70153,2014-04-07,2014-04-14
26495,70154,2014-04-07,2014-04-14
26496,70155,2014-04-07,2014-04-14
26497,70156,2014-04-07,2014-04-14
26498,70157,2014-04-07,2014-04-14
26499,70158,2014-04-07,2014-04-14
26500,70159,2014-04-07,2014-04-14
26501,70160,2014-04-07,2014-04-14
26502,70161,2014-04-07,2014-04-14
26503,70162,2014-04-07,2014-04-14
26504,70163,2014-04-07,2014-04-14
26505,70164,2014-04-07,2014-04-14
26506,70165,2014-04-07,2014-04-14
26507,70166,2014-04-08,2014-04-15
26508,70167,2014-04-08,2014-04-15
26509,70168,2014-04-08,2014-04-15
26510,70169,2014-04-08,2014-04-15
26511,70170,2014-04-08,2014-04-15
26512,70171,2014-04-08,2014-04-15
26513,70172,2014-04-08,2014-04-15
26514,70173,2014-04-08,2014-04-15
26515,70174,2014-04-08,2014-04-15
26516,70175,2014-04-08,2014-04-15
26517,70176,2014-04-08,2014-04-15
26518,70177,2014-04-08,2014-04-15
26519,70178,2014-04-08,2014-04-15
26520,70179,2014-04-08,2014-04-15
26521,70180,2014-04-08,2014-04-15
26522,70181,2014-04-08,2014-04-15
26523,70182,2014-04-08,2014-04-15
26524,70183,2014-04-08,2014-04-15
26525,70184,2014-04-08,2014-04-15
26526,70185,2014-04-08,2014-04-15
26527,70186,2014-04-08,2014-04-15
26528,70187,2014-04-08,2014-04-15
26529,70188,2014-04-08,2014-04-15
26530,70189,2014-04-08,2014-04-15
26531,70190,2014-04-08,2014-04-15
26532,70191,2014-04-08,2014-04-15
26533,70192,2014-04-08,2014-04-15
26534,70193,2014-04-08,2014-04-15
26535,70194,2014-04-08,2014-04-15
26536,70195,2014-04-08,2014-04-15
26537,70196,2014-04-08,2014-04-15
26538,70197,2014-04-08,2014-04-15
26539,70198,2014-04-08,2014-04-15
26540,70199,2014-04-08,2014-04-15
26541,70200,2014-04-08,2014-04-15
26542,70201,2014-04-08,2014-04-15
26543,70202,2014-04-08,2014-04-15
26544,70203,2014-04-08,2014-04-15
26545,70204,2014-04-08,2014-04-15
26546,70205,2014-04-08,2014-04-15
26547,70206,2014-04-08,2014-04-15
26548,70207,2014-04-08,2014-04-15
26549,70208,2014-04-08,2014-04-15
26550,70209,2014-04-08,2014-04-15
26551,70210,2014-04-08,2014-04-15
26552,70211,2014-04-08,2014-04-15
26553,70212,2014-04-08,2014-04-15
26554,70213,2014-04-08,2014-04-15
26555,70214,2014-04-08,2014-04-15
26556,70215,2014-04-08,2014-04-15
26557,70216,2014-04-08,2014-04-15
26558,70217,2014-04-08,2014-04-15
26559,70218,2014-04-08,2014-04-15
26560,70219,2014-04-08,2014-04-15
26561,70220,2014-04-08,2014-04-15
26562,70221,2014-04-08,2014-04-15
26563,70222,2014-04-08,2014-04-15
26564,70223,2014-04-08,2014-04-15
26565,70224,2014-04-08,2014-04-15
26566,70225,2014-04-08,2014-04-15
26567,70226,2014-04-08,2014-04-15
26568,70227,2014-04-08,2014-04-15
26569,70228,2014-04-08,2014-04-15
26570,70229,2014-04-08,2014-04-15
26571,70230,2014-04-08,2014-04-15
26572,70231,2014-04-08,2014-04-15
26573,70232,2014-04-08,2014-04-15
26574,70233,2014-04-08,2014-04-15
26575,70234,2014-04-08,2014-04-15
26576,70235,2014-04-08,2014-04-15
26577,70236,2014-04-08,2014-04-15
26578,70237,2014-04-08,2014-04-15
26579,70238,2014-04-08,2014-04-15
26580,70239,2014-04-08,2014-04-15
26581,70240,2014-04-08,2014-04-15
26582,70241,2014-04-08,2014-04-15
26583,70242,2014-04-08,2014-04-15
26584,70243,2014-04-08,2014-04-15
26585,70244,2014-04-08,2014-04-15
26586,70245,2014-04-08,2014-04-15
26587,70246,2014-04-08,2014-04-15
26588,70247,2014-04-08,2014-04-15
26589,70248,2014-04-09,2014-04-16
26590,70249,2014-04-09,2014-04-16
26591,70250,2014-04-09,2014-04-16
26592,70251,2014-04-09,2014-04-16
26593,70252,2014-04-09,2014-04-16
26594,70253,2014-04-09,2014-04-16
26595,70254,2014-04-09,2014-04-16
26596,70255,2014-04-09,2014-04-16
26597,70256,2014-04-09,2014-04-16
26598,70257,2014-04-09,2014-04-16
26599,70258,2014-04-09,2014-04-16
26600,70259,2014-04-09,2014-04-16
26601,70260,2014-04-09,2014-04-16
26602,70261,2014-04-09,2014-04-16
26603,70262,2014-04-09,2014-04-16
26604,70263,2014-04-09,2014-04-16
26605,70264,2014-04-09,2014-04-16
26606,70265,2014-04-09,2014-04-16
26607,70266,2014-04-09,2014-04-16
26608,70267,2014-04-09,2014-04-16
26609,70268,2014-04-09,2014-04-16
26610,70269,2014-04-09,2014-04-16
26611,70270,2014-04-09,2014-04-16
26612,70271,2014-04-09,2014-04-16
26613,70272,2014-04-09,2014-04-16
26614,70273,2014-04-09,2014-04-16
26615,70274,2014-04-09,2014-04-16
26616,70275,2014-04-09,2014-04-16
26617,70276,2014-04-09,2014-04-16
26618,70277,2014-04-09,2014-04-16
26619,70278,2014-04-09,2014-04-16
26620,70279,2014-04-09,2014-04-16
26621,70280,2014-04-09,2014-04-16
26622,70281,2014-04-09,2014-04-16
26623,70282,2014-04-09,2014-04-16
26624,70283,2014-04-09,2014-04-16
26625,70284,2014-04-09,2014-04-16
26626,70285,2014-04-09,2014-04-16
26627,70286,2014-04-09,2014-04-16
26628,70287,2014-04-09,2014-04-16
26629,70288,2014-04-09,2014-04-16
26630,70289,2014-04-09,2014-04-16
26631,70290,2014-04-09,2014-04-16
26632,70291,2014-04-09,2014-04-16
26633,70292,2014-04-09,2014-04-16
26634,70293,2014-04-09,2014-04-16
26635,70294,2014-04-09,2014-04-16
26636,70295,2014-04-09,2014-04-16
26637,70296,2014-04-09,2014-04-16
26638,70297,2014-04-09,2014-04-16
26639,70298,2014-04-09,2014-04-16
26640,70299,2014-04-09,2014-04-16
26641,70300,2014-04-09,2014-04-16
26642,70301,2014-04-09,2014-04-16
26643,70302,2014-04-09,2014-04-16
26644,70303,2014-04-09,2014-04-16
26645,70304,2014-04-09,2014-04-16
26646,70305,2014-04-09,2014-04-16
26647,70306,2014-04-09,2014-04-16
26648,70307,2014-04-09,2014-04-16
26649,70308,2014-04-09,2014-04-16
26650,70309,2014-04-09,2014-04-16
26651,70310,2014-04-09,2014-04-16
26652,70311,2014-04-09,2014-04-16
26653,70312,2014-04-10,2014-04-17
26654,70313,2014-04-10,2014-04-17
26655,70314,2014-04-10,2014-04-17
26656,70315,2014-04-10,2014-04-17
26657,70316,2014-04-10,2014-04-17
26658,70317,2014-04-10,2014-04-17
26659,70318,2014-04-10,2014-04-17
26660,70319,2014-04-10,2014-04-17
26661,70320,2014-04-10,2014-04-17
26662,70321,2014-04-10,2014-04-17
26663,70322,2014-04-10,2014-04-17
26664,70323,2014-04-10,2014-04-17
26665,70324,2014-04-10,2014-04-17
26666,70325,2014-04-10,2014-04-17
26667,70326,2014-04-10,2014-04-17
26668,70327,2014-04-10,2014-04-17
26669,70328,2014-04-10,2014-04-17
26670,70329,2014-04-10,2014-04-17
26671,70330,2014-04-10,2014-04-17
26672,70331,2014-04-10,2014-04-17
26673,70332,2014-04-10,2014-04-17
26674,70333,2014-04-10,2014-04-17
26675,70334,2014-04-10,2014-04-17
26676,70335,2014-04-10,2014-04-17
26677,70336,2014-04-10,2014-04-17
26678,70337,2014-04-10,2014-04-17
26679,70338,2014-04-10,2014-04-17
26680,70339,2014-04-10,2014-04-17
26681,70340,2014-04-10,2014-04-17
26682,70341,2014-04-10,2014-04-17
26683,70342,2014-04-10,2014-04-17
26684,70343,2014-04-10,2014-04-17
26685,70344,2014-04-10,2014-04-17
26686,70345,2014-04-10,2014-04-17
26687,70346,2014-04-10,2014-04-17
26688,70347,2014-04-10,2014-04-17
26689,70348,2014-04-10,2014-04-17
26690,70349,2014-04-10,2014-04-17
26691,70350,2014-04-10,2014-04-17
26692,70351,2014-04-10,2014-04-17
26693,70352,2014-04-10,2014-04-17
26694,70353,2014-04-10,2014-04-17
26695,70354,2014-04-10,2014-04-17
26696,70355,2014-04-10,2014-04-17
26697,70356,2014-04-10,2014-04-17
26698,70357,2014-04-10,2014-04-17
26699,70358,2014-04-10,2014-04-17
26700,70359,2014-04-10,2014-04-17
26701,70360,2014-04-10,2014-04-17
26702,70361,2014-04-10,2014-04-17
26703,70362,2014-04-10,2014-04-17
26704,70363,2014-04-10,2014-04-17
26705,70364,2014-04-10,2014-04-17
26706,70365,2014-04-10,2014-04-17
26707,70366,2014-04-10,2014-04-17
26708,70367,2014-04-10,2014-04-17
26709,70368,2014-04-10,2014-04-17
26710,70369,2014-04-10,2014-04-17
26711,70370,2014-04-10,2014-04-17
26712,70371,2014-04-10,2014-04-17
26713,70372,2014-04-10,2014-04-17
26714,70373,2014-04-10,2014-04-17
26715,70374,2014-04-10,2014-04-17
26716,70375,2014-04-10,2014-04-17
26717,70376,2014-04-11,2014-04-18
26718,70377,2014-04-11,2014-04-18
26719,70378,2014-04-11,2014-04-18
26720,70379,2014-04-11,2014-04-18
26721,70380,2014-04-11,2014-04-18
26722,70381,2014-04-11,2014-04-18
26723,70382,2014-04-11,2014-04-18
26724,70383,2014-04-11,2014-04-18
26725,70384,2014-04-11,2014-04-18
26726,70385,2014-04-11,2014-04-18
26727,70386,2014-04-11,2014-04-18
26728,70387,2014-04-11,2014-04-18
26729,70388,2014-04-11,2014-04-18
26730,70389,2014-04-11,2014-04-18
26731,70390,2014-04-11,2014-04-18
26732,70391,2014-04-11,2014-04-18
26733,70392,2014-04-11,2014-04-18
26734,70393,2014-04-11,2014-04-18
26735,70394,2014-04-11,2014-04-18
26736,70395,2014-04-11,2014-04-18
26737,70396,2014-04-11,2014-04-18
26738,70397,2014-04-11,2014-04-18
26739,70398,2014-04-11,2014-04-18
26740,70399,2014-04-11,2014-04-18
26741,70400,2014-04-11,2014-04-18
26742,70401,2014-04-11,2014-04-18
26743,70402,2014-04-11,2014-04-18
26744,70403,2014-04-11,2014-04-18
26745,70404,2014-04-11,2014-04-18
26746,70405,2014-04-11,2014-04-18
26747,70406,2014-04-11,2014-04-18
26748,70407,2014-04-11,2014-04-18
26749,70408,2014-04-11,2014-04-18
26750,70409,2014-04-11,2014-04-18
26751,70410,2014-04-11,2014-04-18
26752,70411,2014-04-11,2014-04-18
26753,70412,2014-04-11,2014-04-18
26754,70413,2014-04-11,2014-04-18
26755,70414,2014-04-11,2014-04-18
26756,70415,2014-04-11,2014-04-18
26757,70416,2014-04-11,2014-04-18
26758,70417,2014-04-11,2014-04-18
26759,70418,2014-04-11,2014-04-18
26760,70419,2014-04-11,2014-04-18
26761,70420,2014-04-11,2014-04-18
26762,70421,2014-04-11,2014-04-18
26763,70422,2014-04-11,2014-04-18
26764,70423,2014-04-11,2014-04-18
26765,70424,2014-04-11,2014-04-18
26766,70425,2014-04-11,2014-04-18
26767,70426,2014-04-11,2014-04-18
26768,70427,2014-04-11,2014-04-18
26769,70428,2014-04-11,2014-04-18
26770,70429,2014-04-11,2014-04-18
26771,70430,2014-04-11,2014-04-18
26772,70431,2014-04-11,2014-04-18
26773,70432,2014-04-11,2014-04-18
26774,70433,2014-04-11,2014-04-18
26775,70434,2014-04-11,2014-04-18
26776,70435,2014-04-11,2014-04-18
26777,70436,2014-04-11,2014-04-18
26778,70437,2014-04-11,2014-04-18
26779,70438,2014-04-11,2014-04-18
26780,70439,2014-04-11,2014-04-18
26781,70440,2014-04-11,2014-04-18
26782,70441,2014-04-11,2014-04-18
26783,70442,2014-04-11,2014-04-18
26784,70443,2014-04-11,2014-04-18
26785,70444,2014-04-11,2014-04-18
26786,70445,2014-04-11,2014-04-18
26787,70446,2014-04-11,2014-04-18
26788,70447,2014-04-11,2014-04-18
26789,70448,2014-04-11,2014-04-18
26790,70449,2014-04-11,2014-04-18
26791,70450,2014-04-11,2014-04-18
26792,70451,2014-04-11,2014-04-18
26793,70452,2014-04-11,2014-04-18
26794,70453,2014-04-12,2014-04-19
26795,70454,2014-04-12,2014-04-19
26796,70455,2014-04-12,2014-04-19
26797,70456,2014-04-12,2014-04-19
26798,70457,2014-04-12,2014-04-19
26799,70458,2014-04-12,2014-04-19
26800,70459,2014-04-12,2014-04-19
26801,70460,2014-04-12,2014-04-19
26802,70461,2014-04-12,2014-04-19
26803,70462,2014-04-12,2014-04-19
26804,70463,2014-04-12,2014-04-19
26805,70464,2014-04-12,2014-04-19
26806,70465,2014-04-12,2014-04-19
26807,70466,2014-04-12,2014-04-19
26808,70467,2014-04-12,2014-04-19
26809,70468,2014-04-12,2014-04-19
26810,70469,2014-04-12,2014-04-19
26811,70470,2014-04-12,2014-04-19
26812,70471,2014-04-12,2014-04-19
26813,70472,2014-04-12,2014-04-19
26814,70473,2014-04-12,2014-04-19
26815,70474,2014-04-12,2014-04-19
26816,70475,2014-04-12,2014-04-19
26817,70476,2014-04-12,2014-04-19
26818,70477,2014-04-12,2014-04-19
26819,70478,2014-04-12,2014-04-19
26820,70479,2014-04-12,2014-04-19
26821,70480,2014-04-12,2014-04-19
26822,70481,2014-04-12,2014-04-19
26823,70482,2014-04-12,2014-04-19
26824,70483,2014-04-12,2014-04-19
26825,70484,2014-04-12,2014-04-19
26826,70485,2014-04-12,2014-04-19
26827,70486,2014-04-12,2014-04-19
26828,70487,2014-04-12,2014-04-19
26829,70488,2014-04-12,2014-04-19
26830,70489,2014-04-12,2014-04-19
26831,70490,2014-04-12,2014-04-19
26832,70491,2014-04-12,2014-04-19
26833,70492,2014-04-12,2014-04-19
26834,70493,2014-04-12,2014-04-19
26835,70494,2014-04-12,2014-04-19
26836,70495,2014-04-12,2014-04-19
26837,70496,2014-04-12,2014-04-19
26838,70497,2014-04-12,2014-04-19
26839,70498,2014-04-12,2014-04-19
26840,70499,2014-04-12,2014-04-19
26841,70500,2014-04-12,2014-04-19
26842,70501,2014-04-12,2014-04-19
26843,70502,2014-04-12,2014-04-19
26844,70503,2014-04-12,2014-04-19
26845,70504,2014-04-12,2014-04-19
26846,70505,2014-04-12,2014-04-19
26847,70506,2014-04-12,2014-04-19
26848,70507,2014-04-12,2014-04-19
26849,70508,2014-04-12,2014-04-19
26850,70509,2014-04-12,2014-04-19
26851,70510,2014-04-12,2014-04-19
26852,70511,2014-04-12,2014-04-19
26853,70512,2014-04-12,2014-04-19
26854,70513,2014-04-12,2014-04-19
26855,70514,2014-04-12,2014-04-19
26856,70515,2014-04-12,2014-04-19
26857,70516,2014-04-12,2014-04-19
26858,70517,2014-04-12,2014-04-19
26859,70518,2014-04-12,2014-04-19
26860,70519,2014-04-12,2014-04-19
26861,70520,2014-04-12,2014-04-19
26862,70521,2014-04-12,2014-04-19
26863,70522,2014-04-12,2014-04-19
26864,70523,2014-04-13,2014-04-20
26865,70524,2014-04-13,2014-04-20
26866,70525,2014-04-13,2014-04-20
26867,70526,2014-04-13,2014-04-20
26868,70527,2014-04-13,2014-04-20
26869,70528,2014-04-13,2014-04-20
26870,70529,2014-04-13,2014-04-20
26871,70530,2014-04-13,2014-04-20
26872,70531,2014-04-13,2014-04-20
26873,70532,2014-04-13,2014-04-20
26874,70533,2014-04-13,2014-04-20
26875,70534,2014-04-13,2014-04-20
26876,70535,2014-04-13,2014-04-20
26877,70536,2014-04-13,2014-04-20
26878,70537,2014-04-13,2014-04-20
26879,70538,2014-04-13,2014-04-20
26880,70539,2014-04-13,2014-04-20
26881,70540,2014-04-13,2014-04-20
26882,70541,2014-04-13,2014-04-20
26883,70542,2014-04-13,2014-04-20
26884,70543,2014-04-13,2014-04-20
26885,70544,2014-04-13,2014-04-20
26886,70545,2014-04-13,2014-04-20
26887,70546,2014-04-13,2014-04-20
26888,70547,2014-04-13,2014-04-20
26889,70548,2014-04-13,2014-04-20
26890,70549,2014-04-13,2014-04-20
26891,70550,2014-04-13,2014-04-20
26892,70551,2014-04-13,2014-04-20
26893,70552,2014-04-13,2014-04-20
26894,70553,2014-04-13,2014-04-20
26895,70554,2014-04-13,2014-04-20
26896,70555,2014-04-13,2014-04-20
26897,70556,2014-04-13,2014-04-20
26898,70557,2014-04-13,2014-04-20
26899,70558,2014-04-13,2014-04-20
26900,70559,2014-04-13,2014-04-20
26901,70560,2014-04-13,2014-04-20
26902,70561,2014-04-13,2014-04-20
26903,70562,2014-04-13,2014-04-20
26904,70563,2014-04-13,2014-04-20
26905,70564,2014-04-13,2014-04-20
26906,70565,2014-04-13,2014-04-20
26907,70566,2014-04-13,2014-04-20
26908,70567,2014-04-13,2014-04-20
26909,70568,2014-04-13,2014-04-20
26910,70569,2014-04-13,2014-04-20
26911,70570,2014-04-13,2014-04-20
26912,70571,2014-04-13,2014-04-20
26913,70572,2014-04-13,2014-04-20
26914,70573,2014-04-13,2014-04-20
26915,70574,2014-04-13,2014-04-20
26916,70575,2014-04-13,2014-04-20
26917,70576,2014-04-13,2014-04-20
26918,70577,2014-04-13,2014-04-20
26919,70578,2014-04-13,2014-04-20
26920,70579,2014-04-13,2014-04-20
26921,70580,2014-04-13,2014-04-20
26922,70581,2014-04-13,2014-04-20
26923,70582,2014-04-13,2014-04-20
26924,70583,2014-04-13,2014-04-20
26925,70584,2014-04-13,2014-04-20
26926,70585,2014-04-13,2014-04-20
26927,70586,2014-04-13,2014-04-20
26928,70587,2014-04-13,2014-04-20
26929,70588,2014-04-13,2014-04-20
26930,70589,2014-04-13,2014-04-20
26931,70590,2014-04-13,2014-04-20
26932,70591,2014-04-13,2014-04-20
26933,70592,2014-04-13,2014-04-20
26934,70593,2014-04-13,2014-04-20
26935,70594,2014-04-13,2014-04-20
26936,70595,2014-04-13,2014-04-20
26937,70596,2014-04-13,2014-04-20
26938,70597,2014-04-13,2014-04-20
26939,70598,2014-04-14,2014-04-21
26940,70599,2014-04-14,2014-04-21
26941,70600,2014-04-14,2014-04-21
26942,70601,2014-04-14,2014-04-21
26943,70602,2014-04-14,2014-04-21
26944,70603,2014-04-14,2014-04-21
26945,70604,2014-04-14,2014-04-21
26946,70605,2014-04-14,2014-04-21
26947,70606,2014-04-14,2014-04-21
26948,70607,2014-04-14,2014-04-21
26949,70608,2014-04-14,2014-04-21
26950,70609,2014-04-14,2014-04-21
26951,70610,2014-04-14,2014-04-21
26952,70611,2014-04-14,2014-04-21
26953,70612,2014-04-14,2014-04-21
26954,70613,2014-04-14,2014-04-21
26955,70614,2014-04-14,2014-04-21
26956,70615,2014-04-14,2014-04-21
26957,70616,2014-04-14,2014-04-21
26958,70617,2014-04-14,2014-04-21
26959,70618,2014-04-14,2014-04-21
26960,70619,2014-04-14,2014-04-21
26961,70620,2014-04-14,2014-04-21
26962,70621,2014-04-14,2014-04-21
26963,70622,2014-04-14,2014-04-21
26964,70623,2014-04-14,2014-04-21
26965,70624,2014-04-14,2014-04-21
26966,70625,2014-04-14,2014-04-21
26967,70626,2014-04-14,2014-04-21
26968,70627,2014-04-14,2014-04-21
26969,70628,2014-04-14,2014-04-21
26970,70629,2014-04-14,2014-04-21
26971,70630,2014-04-14,2014-04-21
26972,70631,2014-04-14,2014-04-21
26973,70632,2014-04-14,2014-04-21
26974,70633,2014-04-14,2014-04-21
26975,70634,2014-04-14,2014-04-21
26976,70635,2014-04-14,2014-04-21
26977,70636,2014-04-14,2014-04-21
26978,70637,2014-04-14,2014-04-21
26979,70638,2014-04-14,2014-04-21
26980,70639,2014-04-14,2014-04-21
26981,70640,2014-04-14,2014-04-21
26982,70641,2014-04-14,2014-04-21
26983,70642,2014-04-14,2014-04-21
26984,70643,2014-04-14,2014-04-21
26985,70644,2014-04-14,2014-04-21
26986,70645,2014-04-14,2014-04-21
26987,70646,2014-04-14,2014-04-21
26988,70647,2014-04-14,2014-04-21
26989,70648,2014-04-14,2014-04-21
26990,70649,2014-04-14,2014-04-21
26991,70650,2014-04-14,2014-04-21
26992,70651,2014-04-14,2014-04-21
26993,70652,2014-04-14,2014-04-21
26994,70653,2014-04-14,2014-04-21
26995,70654,2014-04-14,2014-04-21
26996,70655,2014-04-14,2014-04-21
26997,70656,2014-04-14,2014-04-21
26998,70657,2014-04-14,2014-04-21
26999,70658,2014-04-14,2014-04-21
27000,70659,2014-04-14,2014-04-21
27001,70660,2014-04-14,2014-04-21
27002,70661,2014-04-14,2014-04-21
27003,70662,2014-04-14,2014-04-21
27004,70663,2014-04-14,2014-04-21
27005,70664,2014-04-14,2014-04-21
27006,70665,2014-04-14,2014-04-21
27007,70666,2014-04-14,2014-04-21
27008,70667,2014-04-14,2014-04-21
27009,70668,2014-04-14,2014-04-21
27010,70669,2014-04-14,2014-04-21
27011,70670,2014-04-14,2014-04-21
27012,70671,2014-04-14,2014-04-21
27013,70672,2014-04-14,2014-04-21
27014,70673,2014-04-14,2014-04-21
27015,70674,2014-04-15,2014-04-22
27016,70675,2014-04-15,2014-04-22
27017,70676,2014-04-15,2014-04-22
27018,70677,2014-04-15,2014-04-22
27019,70678,2014-04-15,2014-04-22
27020,70679,2014-04-15,2014-04-22
27021,70680,2014-04-15,2014-04-22
27022,70681,2014-04-15,2014-04-22
27023,70682,2014-04-15,2014-04-22
27024,70683,2014-04-15,2014-04-22
27025,70684,2014-04-15,2014-04-22
27026,70685,2014-04-15,2014-04-22
27027,70686,2014-04-15,2014-04-22
27028,70687,2014-04-15,2014-04-22
27029,70688,2014-04-15,2014-04-22
27030,70689,2014-04-15,2014-04-22
27031,70690,2014-04-15,2014-04-22
27032,70691,2014-04-15,2014-04-22
27033,70692,2014-04-15,2014-04-22
27034,70693,2014-04-15,2014-04-22
27035,70694,2014-04-15,2014-04-22
27036,70695,2014-04-15,2014-04-22
27037,70696,2014-04-15,2014-04-22
27038,70697,2014-04-15,2014-04-22
27039,70698,2014-04-15,2014-04-22
27040,70699,2014-04-15,2014-04-22
27041,70700,2014-04-15,2014-04-22
27042,70701,2014-04-15,2014-04-22
27043,70702,2014-04-15,2014-04-22
27044,70703,2014-04-15,2014-04-22
27045,70704,2014-04-15,2014-04-22
27046,70705,2014-04-15,2014-04-22
27047,70706,2014-04-15,2014-04-22
27048,70707,2014-04-15,2014-04-22
27049,70708,2014-04-15,2014-04-22
27050,70709,2014-04-15,2014-04-22
27051,70710,2014-04-15,2014-04-22
27052,70711,2014-04-15,2014-04-22
27053,70712,2014-04-15,2014-04-22
27054,70713,2014-04-15,2014-04-22
27055,70714,2014-04-15,2014-04-22
27056,70715,2014-04-15,2014-04-22
27057,70716,2014-04-15,2014-04-22
27058,70717,2014-04-15,2014-04-22
27059,70718,2014-04-15,2014-04-22
27060,70719,2014-04-15,2014-04-22
27061,70720,2014-04-15,2014-04-22
27062,70721,2014-04-15,2014-04-22
27063,70722,2014-04-15,2014-04-22
27064,70723,2014-04-15,2014-04-22
27065,70724,2014-04-15,2014-04-22
27066,70725,2014-04-15,2014-04-22
27067,70726,2014-04-15,2014-04-22
27068,70727,2014-04-15,2014-04-22
27069,70728,2014-04-15,2014-04-22
27070,70729,2014-04-15,2014-04-22
27071,70730,2014-04-15,2014-04-22
27072,70731,2014-04-15,2014-04-22
27073,70732,2014-04-15,2014-04-22
27074,70733,2014-04-15,2014-04-22
27075,70734,2014-04-15,2014-04-22
27076,70735,2014-04-15,2014-04-22
27077,70736,2014-04-15,2014-04-22
27078,70737,2014-04-15,2014-04-22
27079,70738,2014-04-15,2014-04-22
27080,70739,2014-04-15,2014-04-22
27081,70740,2014-04-15,2014-04-22
27082,70741,2014-04-15,2014-04-22
27083,70742,2014-04-15,2014-04-22
27084,70743,2014-04-15,2014-04-22
27085,70744,2014-04-15,2014-04-22
27086,70745,2014-04-15,2014-04-22
27087,70746,2014-04-15,2014-04-22
27088,70747,2014-04-15,2014-04-22
27089,70748,2014-04-15,2014-04-22
27090,70749,2014-04-15,2014-04-22
27091,70750,2014-04-15,2014-04-22
27092,70751,2014-04-15,2014-04-22
27093,70752,2014-04-16,2014-04-23
27094,70753,2014-04-16,2014-04-23
27095,70754,2014-04-16,2014-04-23
27096,70755,2014-04-16,2014-04-23
27097,70756,2014-04-16,2014-04-23
27098,70757,2014-04-16,2014-04-23
27099,70758,2014-04-16,2014-04-23
27100,70759,2014-04-16,2014-04-23
27101,70760,2014-04-16,2014-04-23
27102,70761,2014-04-16,2014-04-23
27103,70762,2014-04-16,2014-04-23
